,units,date
7976,1.0,2018-01-13
7977,1.0,2018-01-13
7978,1.0,2018-01-30
7979,1.0,2018-01-01
7980,1.0,2018-01-16
7981,1.0,2018-01-11
7982,4.0,2018-01-22
7983,5.0,2018-01-31
7984,1.0,2018-01-22
7985,2.0,2018-01-31
7986,2.0,2018-01-28
7987,2.0,2018-01-25
7988,4.0,2018-01-31
7989,3.0,2018-01-12
7990,5.0,2018-01-25
7991,2.0,2018-01-23
7992,3.0,2018-01-21
7993,1.0,2018-01-02
7994,1.0,2018-01-07
7995,7.0,2018-01-24
7996,3.0,2018-01-28
7997,2.0,2018-01-22
7998,1.0,2018-01-09
7999,1.0,2018-01-23
8000,92.0,2018-01-31
8001,49.0,2018-01-31
8002,15.0,2018-01-31
8003,13.0,2018-01-31
8004,1.0,2018-01-13
8005,1.0,2018-01-19
8006,1.0,2018-01-28
8007,3.0,2018-01-30
8008,5.0,2018-01-23
8009,2.0,2018-01-31
8010,3.0,2018-01-27
8011,1.0,2018-01-24
8012,3.0,2018-01-29
8013,3.0,2018-01-30
8014,3.0,2018-01-31
8015,5.0,2018-01-31
8016,4.0,2018-01-17
8017,3.0,2018-01-29
8018,3.0,2018-01-31
8019,1.0,2018-01-06
8020,7.0,2018-01-31
8021,4.0,2018-01-31
8022,1.0,2018-01-06
8023,2.0,2018-01-31
8024,1.0,2018-01-19
8025,1.0,2018-01-30
8026,2.0,2018-01-31
8027,1.0,2018-01-18
8028,1.0,2018-01-03
8029,4.0,2018-01-22
8030,3.0,2018-01-25
8031,1.0,2018-01-31
8032,1.0,2018-01-30
8033,5.0,2018-01-23
8034,18.0,2018-01-30
8035,154.0,2018-01-31
8036,4.0,2018-01-23
8037,1.0,2018-01-21
8038,4.0,2018-01-29
8039,1.0,2018-01-12
8040,4.0,2018-01-29
8041,3.0,2018-01-30
8042,2.0,2018-01-26
8043,1.0,2018-01-03
8044,1.0,2018-01-03
8045,1.0,2018-01-01
8046,1.0,2018-01-31
8047,1.0,2018-01-21
8048,1.0,2018-01-30
8049,1.0,2018-01-24
8050,3.0,2018-01-24
8051,5.0,2018-01-28
8052,6.0,2018-01-30
8053,2.0,2018-01-31
8054,2.0,2018-01-26
8055,1.0,2018-01-26
8056,1.0,2018-01-23
8057,3.0,2018-01-24
8058,4.0,2018-01-24
8059,6.0,2018-01-31
8060,1.0,2018-01-30
8061,1.0,2018-01-18
8062,1.0,2018-01-23
8063,2.0,2018-01-26
8064,1.0,2018-01-17
8065,1.0,2018-01-21
8066,1.0,2018-01-26
8067,1.0,2018-01-24
8068,2.0,2018-01-20
8069,2.0,2018-01-10
8070,6.0,2018-01-28
8071,11.0,2018-01-31
8072,9.0,2018-01-28
8073,11.0,2018-01-31
8074,6.0,2018-01-24
8075,15.0,2018-01-31
8076,11.0,2018-01-31
8077,5.0,2018-01-30
8078,4.0,2018-01-29
8079,5.0,2018-01-26
8080,2.0,2018-01-30
8081,3.0,2018-01-30
8082,1.0,2018-01-31
8083,1.0,2018-01-06
8084,7.0,2018-01-31
8085,37.0,2018-01-31
8086,47.0,2018-01-19
8087,33.0,2018-01-31
8088,38.0,2018-01-31
8089,1.0,2018-01-19
8090,1.0,2018-01-31
8091,3.0,2018-01-30
8092,1.0,2018-01-30
8093,2.0,2018-01-31
8094,1.0,2018-01-24
8095,1.0,2018-01-06
8096,1.0,2018-01-30
8097,3.0,2018-01-24
8098,2.0,2018-01-29
8099,5.0,2018-01-27
8100,2.0,2018-01-28
8101,3.0,2018-01-20
8102,1.0,2018-01-07
8103,1.0,2018-01-28
8104,2.0,2018-01-14
8105,1.0,2018-01-22
8106,2.0,2018-01-19
8107,2.0,2018-01-25
8108,1.0,2018-01-14
8109,1.0,2018-01-07
8110,2.0,2018-01-22
8111,2.0,2018-01-27
8112,2.0,2018-01-28
8113,1.0,2018-01-24
8114,2.0,2018-01-10
8115,2.0,2018-01-30
8116,5.0,2018-01-31
8117,3.0,2018-01-17
8118,2.0,2018-01-25
8119,1.0,2018-01-30
8120,1.0,2018-01-14
8121,4.0,2018-01-23
8122,2.0,2018-01-31
8123,3.0,2018-01-31
8124,1.0,2018-01-22
8125,1.0,2018-01-25
8126,3.0,2018-01-31
8127,1.0,2018-01-28
8128,1.0,2018-01-19
8129,8.0,2018-01-31
8130,58.0,2018-01-31
8131,41.0,2018-01-30
8132,20.0,2018-01-31
8133,35.0,2018-01-31
8134,7.0,2018-01-27
8135,3.0,2018-01-27
8136,1.0,2018-01-17
8137,46.0,2018-01-31
8138,100.0,2018-01-31
8139,37.0,2018-01-30
8140,10.0,2018-01-30
8141,11.0,2018-01-31
8142,8.0,2018-01-31
8143,7.0,2018-01-30
8144,1.0,2018-01-21
8145,1.0,2018-01-31
8146,1.0,2018-01-28
8147,2.0,2018-01-30
8148,1.0,2018-01-27
8149,28.0,2018-01-28
8150,30.0,2018-01-31
8151,1.0,2018-01-17
8152,1.0,2018-01-10
8153,2.0,2018-01-25
8154,1.0,2018-01-14
8155,2.0,2018-01-29
8156,1.0,2018-01-14
8157,3.0,2018-01-29
8158,7.0,2018-01-31
8159,6.0,2018-01-31
8160,5.0,2018-01-30
8161,6.0,2018-01-30
8162,1.0,2018-01-30
8163,2.0,2018-01-05
8164,3.0,2018-01-29
8165,3.0,2018-01-14
8166,2.0,2018-01-23
8167,1.0,2018-01-02
8168,1.0,2018-01-02
8169,1.0,2018-01-10
8170,1.0,2018-01-14
8171,1.0,2018-01-24
8172,10.0,2018-01-31
8173,59.0,2018-01-31
8174,30.0,2018-01-30
8175,13.0,2018-01-31
8176,12.0,2018-01-31
8177,1.0,2018-01-21
8178,1.0,2018-01-20
8179,2.0,2018-01-20
8180,1.0,2018-01-12
8181,3.0,2018-01-24
8182,1.0,2018-01-09
8183,1.0,2018-01-11
8184,2.0,2018-01-26
8185,1.0,2018-01-28
8186,1.0,2018-01-28
8187,1.0,2018-01-20
8188,2.0,2018-01-31
8189,2.0,2018-01-24
8190,1.0,2018-01-31
8191,3.0,2018-01-12
8192,1.0,2018-01-28
8193,13.0,2018-01-30
8194,9.0,2018-01-31
8195,35.0,2018-01-30
8196,39.0,2018-01-31
8197,22.0,2018-01-31
8198,21.0,2018-01-30
8199,1.0,2018-01-22
8200,3.0,2018-01-31
8201,2.0,2018-01-24
8202,15.0,2018-01-30
8203,13.0,2018-01-31
8204,1.0,2018-01-29
8205,1.0,2018-01-10
8206,1.0,2018-01-25
8207,12.0,2018-01-31
8208,3.0,2018-01-31
8209,5.0,2018-01-21
8210,3.0,2018-01-16
8211,1.0,2018-01-16
8212,2.0,2018-01-24
8213,4.0,2018-01-27
8214,1.0,2018-01-24
8215,5.0,2018-01-24
8216,1.0,2018-01-31
8217,1.0,2018-01-25
8218,1.0,2018-01-31
8219,1.0,2018-01-28
8220,3.0,2018-01-21
8221,2.0,2018-01-21
8222,1.0,2018-01-14
8223,1.0,2018-01-14
8224,1.0,2018-01-10
8225,2.0,2018-01-03
8226,16.0,2018-01-30
8227,202.0,2018-01-31
8228,153.0,2018-01-30
8229,65.0,2018-01-29
8230,75.0,2018-01-31
8231,16.0,2018-01-20
8232,1.0,2018-01-22
8233,4.0,2018-01-23
8234,2.0,2018-01-26
8235,2.0,2018-01-28
8236,5.0,2018-01-27
8237,5.0,2018-01-26
8238,1.0,2018-01-26
8239,2.0,2018-01-19
8240,2.0,2018-01-25
8241,1.0,2018-01-30
8242,1.0,2018-01-02
8243,5.0,2018-01-31
8244,20.0,2018-01-31
8245,11.0,2018-01-31
8246,13.0,2018-01-31
8247,10.0,2018-01-31
8248,1.0,2018-01-05
8249,1.0,2018-01-03
8250,2.0,2018-01-28
8251,1.0,2018-01-22
8252,1.0,2018-01-03
8253,2.0,2018-01-11
8254,1.0,2018-01-14
8255,6.0,2018-01-18
8256,16.0,2018-01-31
8257,16.0,2018-01-31
8258,1.0,2018-01-27
8259,1.0,2018-01-27
8260,2.0,2018-01-27
8261,1.0,2018-01-25
8262,2.0,2018-01-27
8263,1.0,2018-01-25
8264,3.0,2018-01-28
8265,1.0,2018-01-30
8266,2.0,2018-01-31
8267,3.0,2018-01-31
8268,7.0,2018-01-30
8269,4.0,2018-01-24
8270,4.0,2018-01-31
8271,7.0,2018-01-24
8272,3.0,2018-01-14
8273,3.0,2018-01-31
8274,2.0,2018-01-31
8275,2.0,2018-01-29
8276,1.0,2018-01-23
8277,2.0,2018-01-25
8278,5.0,2018-01-30
8279,2.0,2018-01-23
8280,2.0,2018-01-23
8281,1.0,2018-01-30
8282,11.0,2018-01-31
8283,9.0,2018-01-31
8284,3.0,2018-01-24
8285,8.0,2018-01-31
8286,1.0,2018-01-10
8287,2.0,2018-01-19
8288,1.0,2018-01-22
8289,8.0,2018-01-31
8290,4.0,2018-01-30
8291,1.0,2018-01-17
8292,4.0,2018-01-31
8293,10.0,2018-01-23
8294,40.0,2018-01-31
8295,11.0,2018-01-31
8296,15.0,2018-01-31
8297,34.0,2018-01-22
8298,1.0,2018-01-13
8299,4.0,2018-01-15
8300,4.0,2018-01-23
8301,6.0,2018-01-31
8302,4.0,2018-01-31
8303,1.0,2018-01-25
8304,5.0,2018-01-31
8305,18.0,2018-01-30
8306,7.0,2018-01-31
8307,1.0,2018-01-21
8308,1.0,2018-01-28
8309,3.0,2018-01-14
8310,2.0,2018-01-24
8311,1.0,2018-01-31
8312,1.0,2018-01-10
8313,2.0,2018-01-13
8314,1.0,2018-01-05
8315,2.0,2018-01-21
8316,2.0,2018-01-18
8317,3.0,2018-01-30
8318,4.0,2018-01-18
8319,1.0,2018-01-18
8320,1.0,2018-01-10
8321,2.0,2018-01-20
8322,1.0,2018-01-01
8323,8.0,2018-01-27
8324,107.0,2018-01-31
8325,146.0,2018-01-31
8326,35.0,2018-01-31
8327,52.0,2018-01-31
8328,1.0,2018-01-25
8329,6.0,2018-01-31
8330,15.0,2018-01-31
8331,2.0,2018-01-18
8332,2.0,2018-01-25
8333,3.0,2018-01-31
8334,1.0,2018-01-17
8335,3.0,2018-01-25
8336,1.0,2018-01-08
8337,8.0,2018-01-30
8338,39.0,2018-01-30
8339,50.0,2018-01-30
8340,23.0,2018-01-30
8341,1.0,2018-01-18
8342,8.0,2018-01-22
8343,8.0,2018-01-29
8344,4.0,2018-01-31
8345,2.0,2018-01-26
8346,1.0,2018-01-07
8347,1.0,2018-01-22
8348,15.0,2018-01-31
8349,12.0,2018-01-31
8350,4.0,2018-01-28
8351,3.0,2018-01-31
8352,1.0,2018-01-08
8353,1.0,2018-01-26
8354,1.0,2018-01-09
8355,1.0,2018-01-01
8356,1.0,2018-01-23
8357,1.0,2018-01-15
8358,1.0,2018-01-03
8359,2.0,2018-01-17
8360,2.0,2018-01-27
8361,3.0,2018-01-27
8362,1.0,2018-01-26
8363,1.0,2018-01-21
8364,15.0,2018-01-31
8365,8.0,2018-01-31
8366,3.0,2018-01-22
8367,11.0,2018-01-30
8368,3.0,2018-01-24
8369,2.0,2018-01-30
8370,1.0,2018-01-08
8371,1.0,2018-01-21
8372,2.0,2018-01-14
8373,9.0,2018-01-31
8374,4.0,2018-01-30
8375,4.0,2018-01-31
8376,3.0,2018-01-31
8377,1.0,2018-01-25
8378,6.0,2018-01-26
8379,6.0,2018-01-21
8380,7.0,2018-01-23
8381,4.0,2018-01-26
8382,2.0,2018-01-18
8383,1.0,2018-01-19
8384,2.0,2018-01-23
8385,2.0,2018-01-31
8386,1.0,2018-01-29
8387,1.0,2018-01-29
8388,7.0,2018-01-30
8389,3.0,2018-01-23
8390,2.0,2018-01-22
8391,3.0,2018-01-22
8392,1.0,2018-01-06
8393,6.0,2018-01-31
8394,1.0,2018-01-05
8395,1.0,2018-01-31
8396,1.0,2018-01-23
8397,2.0,2018-01-15
8398,1.0,2018-01-31
8399,1.0,2018-01-19
8400,5.0,2018-01-26
8401,1.0,2018-01-08
8402,1.0,2018-01-11
8403,1.0,2018-01-27
8404,1.0,2018-01-30
8405,1.0,2018-01-24
8406,1.0,2018-01-28
8407,1.0,2018-01-30
8408,1.0,2018-01-17
8409,1.0,2018-01-15
8410,1.0,2018-01-22
8411,2.0,2018-01-11
8412,18.0,2018-01-30
8413,1.0,2018-01-17
8414,1.0,2018-01-31
8415,6.0,2018-01-24
8416,6.0,2018-01-31
8417,10.0,2018-01-13
8418,2.0,2018-01-17
8419,4.0,2018-01-26
8420,5.0,2018-01-31
8421,2.0,2018-01-25
8422,2.0,2018-01-30
8423,2.0,2018-01-24
8424,1.0,2018-01-30
8425,30.0,2018-01-31
8426,23.0,2018-01-30
8427,5.0,2018-01-22
8428,8.0,2018-01-31
8429,2.0,2018-01-30
8430,1.0,2018-01-31
8431,12.0,2018-01-31
8432,14.0,2018-01-31
8433,2.0,2018-01-31
8434,7.0,2018-01-31
8435,1.0,2018-01-27
8436,1.0,2018-01-30
8437,1.0,2018-01-25
8438,1.0,2018-01-02
8439,1.0,2018-01-20
8440,1.0,2018-01-24
8441,1.0,2018-01-14
8442,1.0,2018-01-25
8443,1.0,2018-01-28
8444,10.0,2018-01-28
8445,2.0,2018-01-28
8446,4.0,2018-01-31
8447,3.0,2018-01-30
8448,1.0,2018-01-30
8449,1.0,2018-01-16
8450,3.0,2018-01-26
8451,14.0,2018-01-31
8452,34.0,2018-01-31
8453,9.0,2018-01-28
8454,13.0,2018-01-31
8455,1.0,2018-01-07
8456,2.0,2018-01-24
8457,1.0,2018-01-24
8458,1.0,2018-01-07
8459,1.0,2018-01-26
8460,3.0,2018-01-31
8461,1.0,2018-01-08
8462,1.0,2018-01-17
8463,2.0,2018-01-31
8464,2.0,2018-01-31
8465,1.0,2018-01-09
8466,1.0,2018-01-07
8467,1.0,2018-01-30
8468,1.0,2018-01-01
8469,2.0,2018-01-28
8470,6.0,2018-01-31
8471,2.0,2018-01-30
8472,5.0,2018-01-31
8473,3.0,2018-01-20
8474,1.0,2018-01-17
8475,10.0,2018-01-31
8476,16.0,2018-01-31
8477,8.0,2018-01-31
8478,10.0,2018-01-31
8479,2.0,2018-01-24
8480,9.0,2018-01-30
8481,12.0,2018-01-31
8482,6.0,2018-01-27
8483,4.0,2018-01-17
8484,1.0,2018-01-02
8485,1.0,2018-01-16
8486,1.0,2018-01-24
8487,4.0,2018-01-30
8488,1.0,2018-01-07
8489,1.0,2018-01-09
8490,2.0,2018-01-29
8491,1.0,2018-01-24
8492,1.0,2018-01-18
8493,5.0,2018-01-26
8494,5.0,2018-01-31
8495,1.0,2018-01-18
8496,1.0,2018-01-23
8497,2.0,2018-01-21
8498,4.0,2018-01-31
8499,2.0,2018-01-31
8500,2.0,2018-01-30
8501,1.0,2018-01-11
8502,2.0,2018-01-14
8503,1.0,2018-01-30
8504,2.0,2018-01-30
8505,2.0,2018-01-30
8506,1.0,2018-01-31
8507,1.0,2018-01-24
8508,1.0,2018-01-02
8509,2.0,2018-01-30
8510,1.0,2018-01-02
8511,2.0,2018-01-12
8512,3.0,2018-01-31
8513,2.0,2018-01-28
8514,1.0,2018-01-28
8515,2.0,2018-01-22
8516,3.0,2018-01-22
8517,3.0,2018-01-31
8518,1.0,2018-01-31
8519,1.0,2018-01-31
8520,1.0,2018-01-06
8521,1.0,2018-01-27
8522,11.0,2018-01-29
8523,29.0,2018-01-26
8524,2.0,2018-01-28
8525,9.0,2018-01-24
8526,6.0,2018-01-24
8527,1.0,2018-01-07
8528,1.0,2018-01-24
8529,1.0,2018-01-04
8530,5.0,2018-01-15
8531,6.0,2018-01-24
8532,1.0,2018-01-18
8533,2.0,2018-01-25
8534,1.0,2018-01-31
8535,2.0,2018-01-30
8536,33.0,2018-01-30
8537,20.0,2018-01-30
8538,6.0,2018-01-31
8539,1.0,2018-01-17
8540,1.0,2018-01-09
8541,1.0,2018-01-31
8542,2.0,2018-01-04
8543,1.0,2018-01-19
8544,3.0,2018-01-29
8545,3.0,2018-01-23
8546,4.0,2018-01-28
8547,2.0,2018-01-31
8548,1.0,2018-01-28
8549,1.0,2018-01-03
8550,5.0,2018-01-31
8551,11.0,2018-01-31
8552,19.0,2018-01-31
8553,19.0,2018-01-23
8554,8.0,2018-01-23
8555,15.0,2018-01-31
8556,3.0,2018-01-31
8557,7.0,2018-01-31
8558,8.0,2018-01-31
8559,1.0,2018-01-23
8560,22.0,2018-01-28
8561,1.0,2018-01-30
8562,1.0,2018-01-09
8563,1.0,2018-01-11
8564,26.0,2018-01-24
8565,62.0,2018-01-31
8566,1.0,2018-01-16
8567,1.0,2018-01-31
8568,2.0,2018-01-17
8569,11.0,2018-01-22
8570,23.0,2018-01-31
8571,3.0,2018-01-15
8572,1.0,2018-01-30
8573,1.0,2018-01-30
8574,1.0,2018-01-29
8575,1.0,2018-01-29
8576,1.0,2018-01-29
8577,1.0,2018-01-30
8578,11.0,2018-01-31
8579,15.0,2018-01-30
8580,1.0,2018-01-16
8581,20.0,2018-01-18
8582,2.0,2018-01-25
8583,1.0,2018-01-15
8584,2.0,2018-01-24
8585,2.0,2018-01-23
8586,9.0,2018-01-29
8587,1.0,2018-01-18
8588,2.0,2018-01-29
8589,1.0,2018-01-30
8590,1.0,2018-01-28
8591,1.0,2018-01-31
8592,2.0,2018-01-31
8593,1.0,2018-01-24
8594,1.0,2018-01-30
8595,2.0,2018-01-29
8596,1.0,2018-01-21
8597,1.0,2018-01-20
8598,4.0,2018-01-30
8599,3.0,2018-01-23
8600,9.0,2018-01-31
8601,12.0,2018-01-28
8602,9.0,2018-01-29
8603,5.0,2018-01-21
8604,6.0,2018-01-26
8605,4.0,2018-01-23
8606,8.0,2018-01-19
8607,8.0,2018-01-17
8608,12.0,2018-01-19
8609,1.0,2018-01-16
8610,1.0,2018-01-18
8611,3.0,2018-01-30
8612,1.0,2018-01-15
8613,2.0,2018-01-15
8614,2.0,2018-01-29
8615,1.0,2018-01-13
8616,1.0,2018-01-02
8617,1.0,2018-01-31
8618,1.0,2018-01-22
8619,3.0,2018-01-23
8620,7.0,2018-01-31
8621,1.0,2018-01-22
8622,2.0,2018-01-17
8623,1.0,2018-01-06
8624,1.0,2018-01-06
8625,1.0,2018-01-10
8626,5.0,2018-01-16
8627,42.0,2018-01-31
8628,37.0,2018-01-31
8629,6.0,2018-01-31
8630,4.0,2018-01-17
8631,2.0,2018-01-17
8632,2.0,2018-01-07
8633,1.0,2018-01-07
8634,9.0,2018-01-28
8635,9.0,2018-01-31
8636,1.0,2018-01-02
8637,1.0,2018-01-14
8638,1.0,2018-01-16
8639,3.0,2018-01-25
8640,101.0,2018-01-30
8641,2.0,2018-01-29
8642,3.0,2018-01-30
8643,1.0,2018-01-07
8644,1.0,2018-01-01
8645,1.0,2018-01-30
8646,1.0,2018-01-09
8647,2.0,2018-01-27
8648,4.0,2018-01-27
8649,1.0,2018-01-30
8650,5.0,2018-01-30
8651,4.0,2018-01-30
8652,1.0,2018-01-03
8653,1.0,2018-01-30
8654,7.0,2018-01-29
8655,1.0,2018-01-16
8656,8.0,2018-01-31
8657,166.0,2018-01-31
8658,72.0,2018-01-31
8659,6.0,2018-01-31
8660,19.0,2018-01-31
8661,3.0,2018-01-25
8662,1.0,2018-01-21
8663,2.0,2018-01-30
8664,21.0,2018-01-30
8665,30.0,2018-01-23
8666,35.0,2018-01-30
8667,4.0,2018-01-23
8668,54.0,2018-01-31
8669,62.0,2018-01-31
8670,20.0,2018-01-31
8671,14.0,2018-01-30
8672,1.0,2018-01-22
8673,3.0,2018-01-24
8674,1.0,2018-01-22
8675,2.0,2018-01-30
8676,1.0,2018-01-14
8677,3.0,2018-01-16
8678,12.0,2018-01-21
8679,16.0,2018-01-31
8680,13.0,2018-01-29
8681,21.0,2018-01-30
8682,22.0,2018-01-31
8683,10.0,2018-01-31
8684,33.0,2018-01-31
8685,15.0,2018-01-31
8686,7.0,2018-01-24
8687,15.0,2018-01-28
8688,10.0,2018-01-30
8689,6.0,2018-01-30
8690,6.0,2018-01-17
8691,4.0,2018-01-23
8692,1.0,2018-01-24
8693,2.0,2018-01-30
8694,4.0,2018-01-31
8695,7.0,2018-01-31
8696,5.0,2018-01-31
8697,3.0,2018-01-30
8698,2.0,2018-01-18
8699,1.0,2018-01-31
8700,1.0,2018-01-12
8701,1.0,2018-01-30
8702,1.0,2018-01-21
8703,1.0,2018-01-14
8704,8.0,2018-01-31
8705,3.0,2018-01-15
8706,1.0,2018-01-14
8707,1.0,2018-01-28
8708,3.0,2018-01-23
8709,6.0,2018-01-17
8710,1.0,2018-01-30
8711,3.0,2018-01-31
8712,1.0,2018-01-18
8713,2.0,2018-01-19
8714,3.0,2018-01-23
8715,1.0,2018-01-30
8716,1.0,2018-01-31
8717,6.0,2018-01-17
8718,4.0,2018-01-25
8719,3.0,2018-01-28
8720,1.0,2018-01-17
8721,2.0,2018-01-11
8722,1.0,2018-01-28
8723,1.0,2018-01-24
8724,3.0,2018-01-19
8725,2.0,2018-01-17
8726,7.0,2018-01-31
8727,8.0,2018-01-28
8728,1.0,2018-01-23
8729,1.0,2018-01-28
8730,3.0,2018-01-31
8731,5.0,2018-01-30
8732,2.0,2018-01-31
8733,3.0,2018-01-30
8734,4.0,2018-01-31
8735,4.0,2018-01-29
8736,3.0,2018-01-31
8737,2.0,2018-01-30
8738,1.0,2018-01-31
8739,1.0,2018-01-28
8740,2.0,2018-01-14
8741,2.0,2018-01-27
8742,16.0,2018-01-31
8743,5.0,2018-01-14
8744,4.0,2018-01-29
8745,7.0,2018-01-25
8746,1.0,2018-01-20
8747,1.0,2018-01-22
8748,1.0,2018-01-25
8749,1.0,2018-01-14
8750,1.0,2018-01-10
8751,1.0,2018-01-03
8752,3.0,2018-01-13
8753,4.0,2018-01-17
8754,1.0,2018-01-18
8755,1.0,2018-01-14
8756,1.0,2018-01-24
8757,3.0,2018-01-22
8758,1.0,2018-01-12
8759,15.0,2018-01-31
8760,9.0,2018-01-30
8761,12.0,2018-01-24
8762,1.0,2018-01-07
8763,5.0,2018-01-31
8764,2.0,2018-01-15
8765,1.0,2018-01-03
8766,5.0,2018-01-24
8767,4.0,2018-01-30
8768,1.0,2018-01-23
8769,2.0,2018-01-31
8770,1.0,2018-01-23
8771,1.0,2018-01-19
8772,41.0,2018-01-20
8773,1.0,2018-01-15
8774,1.0,2018-01-08
8775,4.0,2018-01-31
8776,1.0,2018-01-02
8777,29.0,2018-01-31
8778,15.0,2018-01-30
8779,7.0,2018-01-31
8780,2.0,2018-01-25
8781,1.0,2018-01-06
8782,1.0,2018-01-23
8783,18.0,2018-01-31
8784,14.0,2018-01-25
8785,1.0,2018-01-22
8786,1.0,2018-01-17
8787,23.0,2018-01-31
8788,36.0,2018-01-30
8789,27.0,2018-01-23
8790,1.0,2018-01-16
8791,5.0,2018-01-24
8792,5.0,2018-01-24
8793,5.0,2018-01-29
8794,3.0,2018-01-22
8795,4.0,2018-01-29
8796,3.0,2018-01-24
8797,13.0,2018-01-22
8798,9.0,2018-01-31
8799,2.0,2018-01-31
8800,1.0,2018-01-31
8801,3.0,2018-01-26
8802,9.0,2018-01-31
8803,7.0,2018-01-28
8804,1.0,2018-01-31
8805,4.0,2018-01-31
8806,1.0,2018-01-14
8807,1.0,2018-01-10
8808,1.0,2018-01-17
8809,1.0,2018-01-31
8810,3.0,2018-01-30
8811,3.0,2018-01-26
8812,1.0,2018-01-22
8813,2.0,2018-01-23
8814,2.0,2018-01-25
8815,4.0,2018-01-31
8816,4.0,2018-01-31
8817,15.0,2018-01-31
8818,7.0,2018-01-31
8819,8.0,2018-01-31
8820,6.0,2018-01-30
8821,3.0,2018-01-24
8822,3.0,2018-01-29
8823,2.0,2018-01-28
8824,1.0,2018-01-02
8825,1.0,2018-01-21
8826,2.0,2018-01-24
8827,14.0,2018-01-31
8828,150.0,2018-01-31
8829,190.0,2018-01-31
8830,63.0,2018-01-31
8831,59.0,2018-01-31
8832,1.0,2018-01-14
8833,1.0,2018-01-25
8834,1.0,2018-01-16
8835,61.0,2018-01-25
8836,73.0,2018-01-31
8837,25.0,2018-01-18
8838,26.0,2018-01-31
8839,1.0,2018-01-12
8840,3.0,2018-01-28
8841,15.0,2018-01-31
8842,12.0,2018-01-02
8843,15.0,2018-01-26
8844,15.0,2018-01-26
8845,4.0,2018-01-30
8846,1.0,2018-01-11
8847,1.0,2018-01-29
8848,2.0,2018-01-28
8849,1.0,2018-01-29
8850,1.0,2018-01-31
8851,3.0,2018-01-31
8852,5.0,2018-01-29
8853,1.0,2018-01-29
8854,2.0,2018-01-25
8855,28.0,2018-01-31
8856,28.0,2018-01-31
8857,6.0,2018-01-26
8858,12.0,2018-01-18
8859,1.0,2018-01-03
8860,5.0,2018-01-30
8861,4.0,2018-01-30
8862,5.0,2018-01-30
8863,1.0,2018-01-11
8864,4.0,2018-01-29
8865,2.0,2018-01-22
8866,1.0,2018-01-16
8867,1.0,2018-01-31
8868,2.0,2018-01-31
8869,9.0,2018-01-28
8870,7.0,2018-01-26
8871,6.0,2018-01-28
8872,88.0,2018-01-31
8873,97.0,2018-01-31
8874,36.0,2018-01-31
8875,33.0,2018-01-31
8876,2.0,2018-01-13
8877,4.0,2018-01-31
8878,7.0,2018-01-24
8879,3.0,2018-01-28
8880,2.0,2018-01-22
8881,3.0,2018-01-25
8882,1.0,2018-01-02
8883,4.0,2018-01-28
8884,1.0,2018-01-21
8885,19.0,2018-01-31
8886,306.0,2018-01-31
8887,544.0,2018-01-31
8888,255.0,2018-01-31
8889,78.0,2018-01-31
8890,6.0,2018-01-31
8891,7.0,2018-01-24
8892,4.0,2018-01-24
8893,2.0,2018-01-22
8894,1.0,2018-01-23
8895,3.0,2018-01-17
8896,1.0,2018-01-28
8897,1.0,2018-01-07
8898,2.0,2018-01-22
8899,1.0,2018-01-29
8900,1.0,2018-01-29
8901,1.0,2018-01-29
8902,3.0,2018-01-16
8903,18.0,2018-01-31
8904,22.0,2018-01-31
8905,3.0,2018-01-30
8906,4.0,2018-01-24
8907,1.0,2018-01-15
8908,3.0,2018-01-27
8909,1.0,2018-01-20
8910,1.0,2018-01-23
8911,3.0,2018-01-11
8912,12.0,2018-01-31
8913,25.0,2018-01-30
8914,1.0,2018-01-30
8915,2.0,2018-01-27
8916,4.0,2018-01-22
8917,3.0,2018-01-31
8918,2.0,2018-01-24
8919,1.0,2018-01-31
8920,3.0,2018-01-31
8921,4.0,2018-01-31
8922,1.0,2018-01-31
8923,2.0,2018-01-31
8924,3.0,2018-01-11
8925,9.0,2018-01-31
8926,10.0,2018-01-31
8927,7.0,2018-01-31
8928,3.0,2018-01-31
8929,3.0,2018-01-31
8930,2.0,2018-01-10
8931,9.0,2018-01-19
8932,6.0,2018-01-28
8933,1.0,2018-01-22
8934,11.0,2018-01-31
8935,3.0,2018-01-31
8936,4.0,2018-01-30
8937,2.0,2018-01-26
8938,1.0,2018-01-16
8939,1.0,2018-01-12
8940,1.0,2018-01-25
8941,1.0,2018-01-04
8942,58.0,2018-01-31
8943,45.0,2018-01-31
8944,7.0,2018-01-30
8945,7.0,2018-01-30
8946,1.0,2018-01-14
8947,5.0,2018-01-21
8948,3.0,2018-01-21
8949,1.0,2018-01-05
8950,1.0,2018-01-24
8951,1.0,2018-01-24
8952,2.0,2018-01-22
8953,1.0,2018-01-07
8954,1.0,2018-01-25
8955,1.0,2018-01-22
8956,1.0,2018-01-06
8957,1.0,2018-01-29
8958,1.0,2018-01-19
8959,2.0,2018-01-17
8960,3.0,2018-01-30
8961,5.0,2018-01-31
8962,6.0,2018-01-27
8963,8.0,2018-01-30
8964,6.0,2018-01-30
8965,4.0,2018-01-30
8966,6.0,2018-01-25
8967,5.0,2018-01-30
8968,1.0,2018-01-13
8969,2.0,2018-01-30
8970,1.0,2018-01-24
8971,21.0,2018-01-31
8972,22.0,2018-01-31
8973,7.0,2018-01-24
8974,8.0,2018-01-31
